iter	Passed	Remaining
357	617	16620
358	618	16617
359	620	16612
360	621	16605
361	623	16599
362	625	16603
363	627	16600
364	628	16595
365	630	16594
366	632	16590
367	633	16584
368	635	16582
369	637	16582
370	638	16582
371	640	16582
372	642	16582
373	644	16578
374	645	16573
375	647	16571
376	649	16571
377	650	16564
378	652	16561
379	654	16562
380	655	16556
381	657	16550
382	659	16551
383	661	16553
384	662	16549
385	664	16550
386	666	16551
387	667	16547
388	669	16541
389	671	16542
390	673	16543
391	674	16541
392	676	16542
393	678	16540
394	679	16534
395	681	16532
396	683	16533
397	685	16534
398	686	16530
399	688	16530
400	690	16527
401	692	16523
402	693	16522
403	695	16518
404	697	16513
405	698	16510
406	700	16510
407	702	16512
408	704	16512
409	706	16515
410	708	16521
411	709	16518
412	711	16519
413	713	16517
414	715	16516
415	716	16515
416	718	16518
417	720	16516
418	722	16515
419	723	16513
420	725	16507
421	727	16502
422	728	16501
423	730	16497
424	732	16491
425	733	16488
426	735	16486
427	737	16486
428	739	16492
429	741	16495
430	742	16490
431	744	16486
432	746	16493
433	748	16487
434	749	16484
435	751	16481
436	753	16479
437	754	16476
438	756	16481
439	759	16500
440	761	16497
441	763	16501
442	765	16510
443	767	16508
444	769	16518
445	771	16520
446	772	16519
447	774	16522
448	776	16524
449	778	16525
450	780	16526
451	782	16527
452	784	16523
453	785	16524
454	788	16532
455	789	16530
456	791	16536
457	793	16534
458	795	16530
459	797	16534
460	799	16535
461	800	16531
462	802	16530
463	804	16529
464	805	16525
465	807	16523
466	809	16523
467	811	16518
468	812	16515
469	814	16516
470	816	16516
471	818	16512
472	819	16513
473	821	16510
474	823	16505
475	825	16508
476	826	16507
477	828	16503
478	830	16499
479	831	16497
480	833	16498
481	835	16496
482	837	16495
483	838	16494
484	840	16493
485	842	16499
486	844	16500
487	846	16498
488	848	16501
489	850	16499
490	851	16497
491	853	16497
492	855	16494
493	856	16490
494	858	16489
495	860	16492
496	862	16489
497	864	16485
498	865	16486
499	867	16481
500	869	16476
501	871	16483
502	873	16483
503	874	16481
504	876	16485
505	878	16483
506	880	16482
507	882	16485
508	884	16484
509	885	16479
510	887	16480
511	889	16481
512	891	16481
513	893	16481
514	894	16481
515	896	16479
516	898	16474
517	900	16483
518	902	16480
519	903	16476
520	905	16476
521	907	16474
522	909	16474
523	911	16475
524	912	16474
525	914	16471
526	916	16470
527	918	16473
528	919	16469
529	921	16468
530	923	16468
531	925	16465
532	926	16462
533	928	16464
534	930	16462
535	932	16461
536	934	16460
537	935	16460
538	937	16457
539	939	16456
540	941	16457
541	943	16456
542	945	16459
543	946	16458
544	948	16459
545	950	16458
546	952	16459
547	954	16455
548	955	16451
549	957	16454
550	959	16453
551	961	16450
552	963	16453
553	964	16452
554	966	16448
555	968	16449
556	970	16449
557	972	16447
558	973	16445
559	975	16444
560	977	16442
561	979	16441
562	980	16441
563	982	16442
564	984	16437
565	986	16437
566	987	16436
567	989	16432
568	991	16430
569	992	16428
570	994	16425
571	996	16422
572	998	16420
573	999	16418
574	1001	16414
575	1003	16414
576	1005	16412
577	1006	16409
578	1008	16410
579	1010	16419
580	1012	16417
581	1014	16416
582	1016	16416
583	1017	16412
584	1019	16409
585	1021	16407
586	1023	16408
587	1025	16407
588	1027	16409
589	1028	16406
590	1030	16402
591	1032	16402
592	1033	16400
593	1035	16396
594	1037	16393
595	1038	16392
596	1040	16388
597	1042	16387
598	1044	16390
599	1045	16386
600	1047	16382
601	1049	16382
602	1051	16379
603	1052	16375
604	1054	16372
605	1056	16370
606	1057	16367
607	1059	16364
608	1061	16365
609	1062	16362
610	1064	16360
611	1066	16358
612	1068	16358
613	1070	16357
614	1071	16358
615	1073	16358
616	1075	16360
617	1078	16369
618	1080	16371
619	1082	16371
620	1084	16376
621	1086	16382
622	1088	16381
623	1090	16388
624	1092	16388
625	1094	16387
626	1096	16388
627	1098	16389
628	1100	16393
629	1102	16393
630	1103	16391
631	1105	16388
632	1107	16386
633	1109	16386
634	1110	16382
635	1112	16382
636	1114	16378
637	1115	16374
638	1117	16374
639	1119	16379
640	1121	16375
641	1123	16372
642	1125	16372
643	1126	16369
644	1128	16370
645	1130	16374
646	1132	16371
647	1134	16371
648	1136	16370
649	1137	16367
650	1139	16365
651	1141	16364
652	1142	16360
653	1144	16358
654	1146	16359
655	1148	16359
656	1150	16356
657	1152	16356
658	1154	16357
659	1155	16355
660	1157	16353
661	1159	16352
662	1160	16349
663	1162	16347
664	1164	16348
665	1166	16346
666	1168	16343
667	1170	16348
668	1171	16344
669	1173	16339
670	1175	16338
671	1177	16337
672	1178	16333
673	1180	16329
674	1181	16329
675	1183	16325
676	1185	16323
677	1187	16322
678	1188	16321
679	1190	16318
680	1192	16315
681	1194	16313
682	1195	16310
683	1197	16308
684	1199	16309
685	1201	16307
686	1202	16305
687	1204	16306
688	1206	16303
689	1208	16301
690	1209	16299
691	1211	16299
692	1213	16297
693	1215	16296
694	1217	16304
695	1219	16301
696	1221	16304
697	1223	16307
698	1225	16305
699	1227	16307
700	1229	16310
701	1231	16309
702	1233	16312
703	1235	16309
704	1236	16307
705	1238	16310
706	1240	16310
707	1242	16308
708	1244	16305
709	1246	16304
710	1247	16301
711	1249	16301
712	1251	16300
713	1253	16297
714	1254	16296
715	1257	16303
716	1259	16302
717	1261	16303
718	1262	16301
719	1264	16298
720	1266	16296
721	1267	16294
722	1269	16292
723	1271	16288
724	1273	16286
725	1274	16284
726	1276	16280
727	1278	16279
728	1280	16281
729	1281	16277
730	1283	16276
731	1285	16279
732	1287	16275
733	1289	16275
734	1291	16275
735	1292	16273
736	1294	16271
737	1296	16274
738	1298	16271
739	1300	16267
740	1301	16268
741	1303	16266
742	1305	16263
743	1307	16263
744	1309	16263
745	1310	16260
746	1312	16257
747	1314	16257
748	1316	16254
749	1317	16253
750	1320	16262
751	1322	16260
752	1324	16260
753	1326	16261
754	1328	16262
755	1330	16266
756	1332	16267
757	1334	16265
758	1336	16268
759	1338	16268
760	1339	16268
761	1342	16271
762	1344	16273
763	1345	16271
764	1347	16270
765	1349	16267
766	1351	16263
767	1353	16265
768	1355	16265
769	1356	16265
770	1358	16264
771	1360	16264
772	1362	16261
773	1364	16261
774	1366	16263
775	1368	16261
776	1369	16259
777	1371	16258
778	1373	16256
779	1375	16254
780	1377	16255
781	1378	16255
782	1380	16253
783	1382	16252
784	1384	16251
785	1386	16248
786	1388	16249
787	1389	16248
788	1391	16245
789	1393	16247
790	1395	16246
791	1397	16243
792	1399	16243
793	1400	16242
794	1402	16240
795	1404	16240
796	1406	16238
797	1407	16234
798	1409	16230
799	1411	16229
800	1413	16228
801	1414	16227
802	1416	16228
803	1418	16228
804	1420	16224
805	1422	16226
806	1424	16225
807	1426	16223
808	1428	16224
809	1430	16224
810	1431	16223
811	1433	16225
812	1435	16225
813	1437	16223
814	1439	16225
815	1441	16227
816	1443	16225
817	1445	16226
818	1447	16225
819	1449	16223
820	1451	16224
821	1453	16224
822	1454	16221
823	1456	16221
824	1458	16221
825	1460	16222
826	1462	16223
827	1464	16223
828	1466	16219
829	1477	16321
830	1479	16322
831	1481	16325
832	1483	16323
833	1485	16321
834	1487	16329
835	1489	16328
836	1491	16329
837	1493	16330
838	1495	16327
839	1497	16328
840	1499	16328
841	1500	16325
842	1502	16323
843	1504	16322
844	1506	16319
845	1508	16317
846	1510	16318
847	1512	16318
848	1514	16320
849	1516	16323
850	1518	16324
851	1521	16334
852	1523	16334
853	1525	16332
854	1526	16331
855	1528	16329
856	1530	16323
857	1531	16321
858	1533	16320
859	1535	16319
860	1537	16321
861	1539	16320
862	1541	16316
863	1543	16325
864	1545	16323
865	1547	16319
866	1549	16323
867	1551	16321
868	1552	16317
869	1555	16319
870	1556	16317
871	1558	16313
872	1560	16315
873	1562	16312
874	1564	16310
875	1566	16311
876	1568	16313
877	1570	16312
878	1572	16316
879	1574	16317
880	1576	16319
881	1578	16319
882	1580	16316
883	1581	16313
884	1583	16314
885	1585	16311
886	1587	16308
887	1589	16309
888	1591	16307
889	1593	16310
890	1614	16501
891	1618	16525
892	1620	16527
893	1622	16526
894	1624	16528
895	1626	16526
896	1628	16521
897	1629	16520
898	1631	16517
899	1633	16512
900	1634	16508
901	1636	16506
902	1638	16502
903	1639	16497
904	1641	16497
905	1643	16494
906	1644	16490
907	1646	16487
908	1648	16487
909	1650	16482
910	1651	16477
911	1653	16476
912	1655	16472
913	1656	16469
914	1658	16467
915	1660	16464
916	1661	16460
917	1663	16457
918	1665	16455
919	1666	16451
920	1668	16446
921	1669	16442
922	1672	16444
923	1673	16440
924	1675	16436
925	1677	16436
926	1678	16433
927	1680	16429
928	1682	16429
929	1684	16425
930	1685	16421
931	1687	16419
932	1689	16414
933	1690	16410
934	1692	16405
935	1693	16401
936	1695	16395
937	1696	16390
938	1698	16388
939	1700	16388
940	1701	16384
941	1703	16379
942	1705	16380
943	1707	16377
944	1708	16373
945	1710	16371
946	1712	16369
947	1714	16366
948	1715	16364
949	1717	16362
950	1719	16358
951	1720	16353
952	1722	16350
953	1724	16347
954	1725	16343
955	1727	16339
956	1729	16339
957	1730	16336
958	1732	16332
959	1734	16329
960	1736	16331
961	1737	16326
962	1739	16325
963	1746	16369
964	1748	16367
965	1749	16364
966	1751	16364
967	1753	16360
968	1755	16357
969	1756	16354
970	1758	16350
971	1759	16346
972	1761	16341
973	1763	16339
974	1764	16335
975	1766	16331
976	1768	16328
977	1769	16324
978	1771	16320
979	1772	16315
980	1774	16311
981	1776	16311
982	1777	16307
983	1779	16304
984	1781	16302
985	1782	16299
986	1784	16295
987	1786	16293
988	1787	16290
989	1789	16285
990	1791	16283
991	1793	16281
992	1794	16278
993	1796	16276
994	1798	16276
995	1800	16273
996	1801	16269
997	1803	16271
998	1805	16269
999	1807	16265
1000	1809	16268
1001	1811	16267
1002	1813	16264
1003	1815	16266
1004	1817	16264
1005	1818	16259
1006	1820	16257
1007	1822	16254
1008	1823	16251
1009	1825	16248
1010	1827	16247
1011	1829	16244
1012	1830	16241
1013	1832	16239
1014	1834	16237
1015	1835	16233
1016	1837	16230
1017	1839	16228
1018	1840	16225
1019	1842	16222
1020	1844	16224
1021	1846	16222
1022	1849	16227
1023	1851	16228
1024	1852	16224
1025	1854	16222
1026	1856	16221
1027	1858	16219
1028	1860	16218
1029	1862	16217
1030	1863	16213
1031	1865	16211
1032	1867	16210
1033	1869	16209
1034	1871	16206
1035	1873	16206
1036	1874	16203
1037	1876	16200
1038	1878	16199
1039	1879	16196
1040	1881	16192
1041	1883	16189
1042	1885	16187
1043	1886	16183
1044	1888	16179
1045	1889	16178
1046	1891	16175
1047	1893	16171
1048	1894	16168
1049	1896	16166
1050	1898	16163
1051	1899	16159
1052	1901	16156
1053	1903	16153
1054	1904	16150
1055	1906	16146
1056	1908	16144
1057	1909	16142
1058	1911	16141
1059	1913	16138
1060	1915	16134
1061	1916	16130
1062	1918	16128
1063	1919	16124
1064	1921	16120
1065	1923	16117
1066	1925	16116
1067	1926	16113
1068	1928	16109
1069	1930	16107
1070	1931	16104
1071	1933	16100
1072	1934	16096
1073	1936	16093
1074	1938	16090
1075	1939	16086
1076	1941	16087
1077	1943	16083
1078	1944	16080
1079	1946	16077
1080	1948	16074
1081	1949	16070
1082	1951	16065
1083	1952	16061
1084	1954	16059
1085	1956	16055
1086	1957	16052
1087	1959	16051
1088	1961	16047
1089	1962	16042
1090	1964	16041
1091	1966	16038
1092	1967	16035
1093	1969	16034
1094	1971	16035
1095	1973	16032
1096	1975	16029
1097	1977	16030
1098	1978	16026
1099	1980	16024
1100	1982	16023
1101	1984	16020
1102	1985	16016
1103	1987	16014
1104	1988	16010
1105	1990	16006
1106	1992	16003
1107	1993	16001
1108	1995	15998
1109	1997	15994
1110	1999	15993
1111	2000	15993
1112	2002	15992
1113	2004	15990
1114	2006	15990
1115	2008	15988
1116	2010	15986
1117	2012	15988
1118	2014	15986
1119	2016	15985
1120	2018	15989
1121	2020	15984
1122	2022	15983
1123	2023	15981
1124	2025	15978
1125	2027	15976
1126	2029	15974
1127	2030	15971
1128	2032	15968
1129	2034	15966
1130	2035	15963
1131	2037	15959
1132	2039	15960
1133	2041	15959
1134	2042	15956
1135	2044	15954
1136	2046	15950
1137	2047	15946
1138	2049	15943
1139	2051	15940
1140	2052	15937
1141	2054	15933
1142	2055	15929
1143	2057	15926
1144	2058	15923
1145	2060	15919
1146	2062	15918
1147	2064	15915
1148	2065	15911
1149	2067	15908
1150	2068	15906
1151	2070	15903
1152	2072	15901
1153	2074	15901
1154	2076	15898
1155	2077	15894
1156	2079	15897
1157	2081	15894
1158	2083	15891
1159	2084	15888
1160	2086	15885
1161	2088	15882
1162	2089	15880
1163	2091	15879
1164	2093	15876
1165	2095	15873
1166	2097	15873
1167	2098	15871
1168	2100	15868
1169	2102	15868
1170	2104	15867
1171	2114	15926
1172	2116	15925
1173	2117	15922
1174	2119	15920
1175	2121	15917
1176	2123	15916
1177	2124	15913
1178	2126	15909
1179	2128	15907
1180	2129	15904
1181	2131	15900
1182	2133	15897
1183	2134	15895
1184	2136	15892
1185	2137	15888
1186	2139	15885
1187	2141	15883
1188	2143	15880
1189	2144	15879
1190	2147	15880
1191	2148	15876
1192	2150	15872
1193	2151	15869
1194	2153	15866
1195	2154	15862
1196	2156	15859
1197	2158	15856
1198	2159	15853
1199	2161	15850
1200	2163	15848
1201	2164	15845
1202	2166	15842
1203	2167	15838
1204	2169	15836
1205	2171	15832
1206	2172	15829
1207	2174	15826
1208	2176	15828
1209	2178	15826
1210	2180	15827
1211	2182	15826
1212	2184	15823
1213	2186	15821
1214	2187	15819
1215	2189	15816
1216	2191	15813
1217	2192	15811
1218	2194	15808
1219	2196	15805
1220	2198	15804
1221	2199	15802
1222	2201	15800
1223	2203	15798
1224	2205	15795
1225	2206	15792
1226	2208	15789
1227	2210	15790
1228	2212	15789
1229	2214	15787
1230	2216	15787
1231	2217	15784
1232	2219	15782
1233	2221	15782
1234	2223	15780
1235	2225	15778
1236	2227	15777
1237	2228	15774
1238	2230	15771
1239	2232	15768
1240	2233	15766
1241	2235	15763
1242	2237	15761
1243	2239	15760
1244	2240	15758
1245	2242	15754
1246	2244	15754
1247	2246	15753
1248	2248	15750
1249	2249	15749
1250	2251	15746
1251	2253	15743
1252	2254	15740
1253	2256	15739
1254	2258	15736
1255	2260	15733
1256	2261	15732
1257	2263	15729
1258	2265	15727
1259	2267	15725
1260	2268	15722
1261	2270	15719
1262	2272	15718
1263	2274	15717
1264	2275	15714
1265	2277	15712
1266	2279	15710
1267	2280	15706
1268	2282	15704
1269	2284	15705
1270	2286	15703
1271	2288	15700
1272	2290	15700
1273	2291	15697
1274	2293	15694
1275	2295	15694
1276	2297	15692
1277	2298	15689
1278	2300	15686
1279	2302	15684
1280	2303	15681
1281	2305	15679
1282	2307	15676
1283	2308	15673
1284	2310	15670
1285	2312	15668
1286	2314	15666
1287	2315	15663
1288	2317	15660
1289	2319	15659
1290	2320	15657
1291	2322	15654
1292	2324	15651
1293	2325	15648
1294	2327	15645
1295	2329	15643
1296	2331	15641
1297	2332	15638
1298	2334	15635
1299	2336	15635
1300	2337	15632
1301	2339	15629
1302	2341	15626
1303	2343	15626
1304	2344	15623
1305	2346	15621
1306	2348	15622
1307	2350	15620
1308	2352	15618
1309	2354	15616
1310	2355	15613
1311	2357	15610
1312	2359	15608
1313	2360	15606
1314	2362	15602
1315	2363	15598
1316	2365	15596
1317	2367	15592
1318	2368	15589
1319	2370	15586
1320	2371	15583
1321	2373	15579
1322	2375	15576
1323	2376	15575
1324	2378	15572
1325	2380	15570
1326	2381	15567
1327	2393	15632
1328	2396	15632
1329	2397	15630
1330	2400	15633
1331	2402	15631
1332	2403	15628
1333	2405	15625
1334	2406	15622
1335	2408	15620
1336	2410	15617
1337	2411	15614
1338	2413	15610
1339	2415	15607
1340	2416	15605
1341	2418	15602
1342	2419	15599
1343	2421	15595
1344	2423	15593
1345	2424	15590
1346	2426	15586
1347	2428	15583
1348	2429	15582
1349	2431	15579
1350	2433	15577
1351	2434	15575
1352	2436	15572
1353	2438	15569
1354	2439	15567
1355	2441	15564
1356	2443	15560
1357	2444	15557
1358	2446	15555
1359	2448	15552
1360	2449	15549
1361	2451	15547
1362	2452	15544
1363	2454	15540
1364	2456	15536
1365	2457	15534
1366	2459	15531
1367	2460	15527
1368	2462	15525
1369	2464	15523
1370	2466	15521
1371	2467	15518
1372	2469	15517
1373	2471	15514
1374	2472	15510
1375	2474	15508
1376	2476	15505
1377	2477	15502
1378	2479	15498
1379	2480	15496
1380	2482	15493
1381	2483	15489
1382	2485	15487
1383	2487	15486
1384	2489	15483
1385	2490	15479
1386	2492	15476
1387	2493	15474
1388	2495	15471
1389	2497	15470
1390	2499	15469
1391	2501	15466
1392	2502	15462
1393	2504	15460
1394	2505	15457
1395	2507	15454
1396	2509	15451
1397	2510	15447
1398	2512	15444
1399	2513	15441
1400	2515	15439
1401	2517	15437
1402	2518	15434
1403	2520	15431
1404	2522	15428
1405	2523	15426
1406	2525	15423
1407	2527	15421
1408	2528	15419
1409	2530	15416
1410	2532	15414
1411	2533	15411
1412	2535	15408
1413	2537	15405
1414	2539	15404
1415	2540	15401
1416	2542	15398
1417	2544	15397
1418	2557	15463
1419	2558	15460
1420	2560	15457
1421	2562	15454
1422	2563	15451
1423	2565	15448
1424	2566	15446
1425	2568	15444
1426	2570	15441
1427	2572	15439
1428	2574	15441
1429	2575	15437
1430	2577	15434
1431	2579	15432
1432	2581	15431
1433	2582	15427
1434	2584	15425
1435	2586	15423
1436	2587	15419
1437	2589	15416
1438	2591	15415
1439	2592	15413
1440	2594	15410
1441	2596	15407
1442	2597	15404
1443	2599	15401
1444	2601	15399
1445	2602	15396
1446	2604	15394
1447	2606	15392
1448	2608	15390
1449	2609	15388
1450	2611	15384
1451	2612	15381
1452	2614	15378
1453	2615	15375
1454	2617	15372
1455	2619	15370
1456	2620	15367
1457	2622	15364
1458	2624	15361
1459	2625	15359
1460	2627	15355
1461	2628	15352
1462	2630	15351
1463	2632	15348
1464	2634	15346
1465	2636	15345
1466	2638	15344
1467	2639	15343
1468	2641	15340
1469	2643	15339
1470	2645	15336
1471	2646	15332
1472	2648	15330
1473	2649	15327
1474	2651	15324
1475	2653	15321
1476	2654	15319
1477	2656	15315
1478	2657	15312
1479	2659	15310
1480	2661	15308
1481	2663	15305
1482	2664	15304
1483	2666	15302
1484	2668	15299
1485	2670	15298
1486	2672	15298
1487	2673	15295
1488	2675	15293
1489	2677	15290
1490	2678	15287
1491	2680	15284
1492	2681	15281
1493	2683	15278
1494	2685	15275
1495	2686	15273
1496	2688	15271
1497	2690	15269
1498	2691	15266
1499	2693	15263
1500	2695	15261
1501	2696	15258
1502	2698	15255
1503	2700	15254
1504	2702	15254
1505	2704	15252
1506	2706	15251
1507	2707	15248
1508	2709	15245
1509	2711	15243
1510	2712	15240
1511	2714	15237
1512	2715	15233
1513	2717	15231
1514	2719	15229
1515	2720	15226
1516	2722	15223
1517	2724	15221
1518	2725	15217
1519	2727	15215
1520	2729	15213
1521	2730	15210
1522	2732	15208
1523	2734	15206
1524	2736	15205
1525	2737	15203
1526	2739	15201
1527	2741	15198
1528	2742	15194
1529	2744	15191
1530	2746	15192
1531	2748	15189
1532	2749	15186
1533	2751	15185
1534	2753	15182
1535	2754	15179
1536	2756	15175
1537	2758	15175
1538	2759	15172
1539	2761	15169
1540	2763	15168
1541	2765	15166
1542	2766	15163
1543	2768	15162
1544	2770	15159
1545	2771	15157
1546	2773	15153
1547	2775	15151
1548	2777	15150
1549	2778	15147
1550	2780	15146
1551	2782	15144
1552	2783	15141
1553	2785	15139
1554	2787	15138
1555	2789	15135
1556	2790	15132
1557	2792	15130
1558	2794	15127
1559	2795	15125
1560	2797	15123
1561	2799	15122
1562	2801	15120
1563	2802	15118
1564	2804	15116
1565	2806	15113
1566	2807	15110
1567	2810	15112
1568	2811	15109
1569	2813	15106
1570	2815	15104
1571	2816	15101
1572	2818	15099
1573	2820	15096
1574	2822	15095
1575	2823	15093
1576	2825	15090
1577	2827	15088
1578	2828	15087
1579	2830	15084
1580	2832	15082
1581	2834	15081
1582	2835	15079
1583	2837	15077
1584	2839	15074
1585	2841	15072
1586	2842	15069
1587	2853	15114
1588	2855	15112
1589	2856	15110
1590	2858	15107
1591	2860	15105
1592	2861	15103
1593	2863	15100
1594	2865	15097
1595	2866	15096
1596	2868	15094
1597	2870	15092
1598	2872	15090
1599	2874	15089
1600	2875	15087
1601	2877	15085
1602	2879	15082
1603	2880	15079
1604	2882	15076
1605	2883	15073
1606	2885	15070
1607	2887	15068
1608	2888	15066
1609	2890	15064
1610	2892	15061
1611	2893	15058
1612	2895	15057
1613	2897	15055
1614	2899	15052
1615	2900	15049
1616	2902	15046
1617	2903	15043
1618	2905	15040
1619	2907	15039
1620	2909	15037
1621	2910	15034
1622	2912	15033
1623	2914	15030
1624	2915	15027
1625	2917	15024
1626	2919	15022
1627	2921	15022
1628	2922	15018
1629	2924	15017
1630	2926	15016
1631	2928	15013
1632	2929	15010
1633	2931	15008
1634	2932	15005
1635	2934	15002
1636	2936	15001
1637	2938	14999
1638	2939	14996
1639	2941	14995
1640	2943	14992
1641	2944	14989
1642	2946	14987
1643	2948	14984
1644	2949	14981
1645	2951	14978
1646	2952	14976
1647	2954	14974
1648	2956	14972
1649	2957	14969
1650	2959	14966
1651	2961	14963
1652	2962	14960
1653	2964	14958
1654	2966	14955
1655	2967	14953
1656	2969	14950
1657	2971	14949
1658	2972	14947
1659	2974	14943
1660	2976	14942
1661	2977	14939
1662	2979	14936
1663	2980	14933
1664	2982	14931
1665	2984	14928
1666	2985	14926
1667	2987	14924
1668	2989	14924
1669	2991	14921
1670	2993	14919
1671	2994	14916
1672	2996	14914
1673	2997	14910
1674	2999	14909
1675	3001	14907
1676	3003	14904
1677	3004	14902
1678	3006	14900
1679	3008	14898
1680	3010	14896
1681	3011	14893
1682	3013	14891
1683	3014	14888
1684	3016	14887
1685	3018	14885
1686	3020	14882
1687	3022	14882
1688	3023	14879
1689	3025	14877
1690	3027	14874
1691	3029	14872
1692	3030	14870
1693	3032	14867
1694	3033	14865
1695	3035	14862
1696	3037	14860
1697	3039	14858
1698	3040	14857
1699	3042	14854
1700	3043	14850
1701	3045	14849
1702	3047	14846
1703	3048	14843
1704	3050	14841
1705	3052	14841
1706	3054	14839
1707	3056	14837
1708	3058	14836
1709	3059	14834
1710	3061	14832
1711	3063	14831
1712	3065	14829
1713	3066	14826
1714	3068	14825
1715	3070	14825
1716	3072	14822
1717	3074	14822
1718	3076	14819
1719	3077	14816
1720	3079	14815
1721	3081	14812
1722	3082	14809
1723	3084	14807
1724	3086	14805
1725	3087	14802
1726	3089	14799
