iter	Passed	Remaining
1727	3091	14796
1728	3092	14794
1729	3094	14793
1730	3096	14791
1731	3098	14789
1732	3100	14788
1733	3101	14786
1734	3103	14784
1735	3105	14783
1736	3107	14780
1737	3108	14778
1738	3110	14777
1739	3112	14774
1740	3114	14772
1741	3115	14770
1742	3117	14767
1743	3118	14764
1744	3120	14762
1745	3122	14759
1746	3123	14756
1747	3125	14754
1748	3126	14751
1749	3128	14748
1750	3129	14745
1751	3131	14743
1752	3133	14741
1753	3135	14738
1754	3136	14736
1755	3138	14734
1756	3140	14731
1757	3141	14729
1758	3143	14727
1759	3145	14726
1760	3147	14724
1761	3148	14722
1762	3150	14721
1763	3152	14720
1764	3154	14719
1765	3156	14717
1766	3158	14716
1767	3160	14715
1768	3162	14713
1769	3164	14711
1770	3165	14710
1771	3167	14709
1772	3169	14707
1773	3171	14705
1774	3173	14703
1775	3174	14701
1776	3176	14698
1777	3179	14700
1778	3180	14699
1779	3182	14698
1780	3184	14697
1781	3186	14696
1782	3188	14695
1783	3190	14693
1784	3192	14691
1785	3194	14689
1786	3195	14688
1787	3197	14685
1788	3199	14683
1789	3201	14681
1790	3202	14679
1791	3204	14677
1792	3206	14676
1793	3208	14675
1794	3210	14673
1795	3211	14671
1796	3213	14669
1797	3215	14667
1798	3217	14666
1799	3219	14667
1800	3221	14665
1801	3223	14664
1802	3225	14662
1803	3226	14660
1804	3228	14658
1805	3230	14658
1806	3232	14656
1807	3234	14654
1808	3236	14653
1809	3238	14651
1810	3239	14650
1811	3241	14648
1812	3243	14647
1813	3245	14645
1814	3247	14643
1815	3249	14642
1816	3250	14640
1817	3252	14639
1818	3254	14638
1819	3256	14637
1820	3258	14636
1821	3260	14634
1822	3262	14632
1823	3264	14631
1824	3265	14629
1825	3267	14627
1826	3269	14624
1827	3271	14624
1828	3273	14623
1829	3275	14622
1830	3277	14622
1831	3279	14620
1832	3280	14618
1833	3282	14615
1834	3284	14615
1835	3286	14613
1836	3288	14611
1837	3289	14609
1838	3291	14607
1839	3293	14606
1840	3295	14604
1841	3297	14602
1842	3298	14599
1843	3300	14598
1844	3302	14595
1845	3303	14593
1846	3305	14593
1847	3307	14591
1848	3309	14589
1849	3311	14587
1850	3313	14586
1851	3314	14584
1852	3316	14582
1853	3318	14580
1854	3320	14578
1855	3322	14577
1856	3323	14574
1857	3325	14572
1858	3327	14570
1859	3328	14568
1860	3330	14566
1861	3332	14565
1862	3334	14564
1863	3336	14561
1864	3337	14559
1865	3340	14560
1866	3341	14557
1867	3343	14556
1868	3345	14556
1869	3347	14554
1870	3349	14553
1871	3351	14553
1872	3353	14551
1873	3355	14550
1874	3357	14549
1875	3359	14547
1876	3361	14545
1877	3362	14543
1878	3364	14541
1879	3366	14539
1880	3368	14538
1881	3369	14536
1882	3371	14534
1883	3373	14534
1884	3375	14532
1885	3377	14530
1886	3379	14530
1887	3381	14529
1888	3383	14527
1889	3385	14526
1890	3387	14524
1891	3389	14523
1892	3391	14522
1893	3392	14520
1894	3394	14518
1895	3396	14517
1896	3398	14515
1897	3399	14513
1898	3401	14512
1899	3404	14511
1900	3406	14511
1901	3408	14510
1902	3410	14510
1903	3412	14508
1904	3413	14506
1905	3416	14506
1906	3418	14506
1907	3420	14504
1908	3422	14503
1909	3423	14501
1910	3425	14499
1911	3427	14500
1912	3429	14499
1913	3431	14497
1914	3433	14496
1915	3436	14499
1916	3438	14498
1917	3440	14499
1918	3443	14499
1919	3445	14498
1920	3447	14497
1921	3448	14494
1922	3450	14493
1923	3452	14491
1924	3454	14489
1925	3456	14489
1926	3458	14487
1927	3459	14485
1928	3461	14484
1929	3463	14482
1930	3465	14481
1931	3467	14481
1932	3469	14480
1933	3471	14479
1934	3473	14478
1935	3475	14477
1936	3477	14476
1937	3479	14475
1938	3481	14472
1939	3483	14471
1940	3485	14470
1941	3486	14468
1942	3488	14466
1943	3490	14465
1944	3493	14466
1945	3495	14467
1946	3498	14469
1947	3502	14476
1948	3505	14478
1949	3510	14492
1950	3514	14499
1951	3520	14514
1952	3522	14514
1953	3524	14514
1954	3527	14514
1955	3529	14513
1956	3531	14513
1957	3533	14510
1958	3534	14508
1959	3536	14506
1960	3538	14506
1961	3540	14504
1962	3542	14502
1963	3544	14502
1964	3546	14500
1965	3548	14499
1966	3549	14497
1967	3551	14495
1968	3553	14493
1969	3555	14493
1970	3557	14490
1971	3559	14489
1972	3560	14487
1973	3562	14484
1974	3564	14482
1975	3566	14481
1976	3567	14479
1977	3569	14477
1978	3571	14476
1979	3573	14474
1980	3575	14472
1981	3577	14470
1982	3578	14468
1983	3580	14466
1984	3582	14464
1985	3584	14462
1986	3586	14461
1987	3587	14459
1988	3589	14458
1989	3591	14455
1990	3593	14454
1991	3595	14452
1992	3596	14451
1993	3598	14448
1994	3600	14448
1995	3602	14446
1996	3604	14444
1997	3606	14443
1998	3608	14441
1999	3609	14439
2000	3611	14437
2001	3613	14436
2002	3615	14434
2003	3617	14433
2004	3619	14432
2005	3621	14431
2006	3623	14430
2007	3625	14429
2008	3627	14428
2009	3629	14427
2010	3631	14426
2011	3633	14425
2012	3635	14424
2013	3637	14422
2014	3639	14421
2015	3641	14420
2016	3643	14419
2017	3645	14418
2018	3647	14417
2019	3649	14415
2020	3650	14414
2021	3652	14412
2022	3654	14411
2023	3656	14410
2024	3658	14408
2025	3660	14407
2026	3662	14405
2027	3664	14404
2028	3666	14402
2029	3668	14401
2030	3670	14400
2031	3671	14398
2032	3673	14396
2033	3675	14394
2034	3677	14392
2035	3679	14392
2036	3681	14391
2037	3683	14389
2038	3684	14387
2039	3687	14386
2040	3688	14385
2041	3690	14383
2042	3692	14382
2043	3694	14380
2044	3696	14379
2045	3698	14379
2046	3700	14377
2047	3702	14376
2048	3704	14375
2049	3706	14373
2050	3708	14371
2051	3710	14371
2052	3712	14369
2053	3713	14367
2054	3715	14366
2055	3718	14365
2056	3719	14364
2057	3722	14364
2058	3723	14362
2059	3725	14360
2060	3727	14358
2061	3729	14356
2062	3730	14353
2063	3733	14353
2064	3734	14351
2065	3736	14349
2066	3738	14349
2067	3740	14347
2068	3742	14344
2069	3744	14344
2070	3746	14342
2071	3747	14339
2072	3749	14339
2073	3751	14337
2074	3753	14334
2075	3755	14332
2076	3757	14332
2077	3758	14330
2078	3761	14330
2079	3763	14328
2080	3764	14326
2081	3766	14325
2082	3768	14324
2083	3770	14323
2084	3772	14321
2085	3774	14320
2086	3776	14318
2087	3778	14316
2088	3780	14315
2089	3781	14312
2090	3783	14311
2091	3785	14309
2092	3787	14308
2093	3789	14306
2094	3791	14305
2095	3793	14303
2096	3795	14302
2097	3797	14301
2098	3798	14299
2099	3800	14297
2100	3802	14297
2101	3804	14295
2102	3806	14293
2103	3808	14292
2104	3810	14290
2105	3812	14288
2106	3814	14288
2107	3816	14286
2108	3817	14285
2109	3820	14285
2110	3822	14283
2111	3824	14282
2112	3825	14280
2113	3827	14278
2114	3829	14277
2115	3831	14275
2116	3833	14273
2117	3834	14271
2118	3837	14272
2119	3839	14270
2120	3841	14268
2121	3842	14266
2122	3844	14264
2123	3846	14262
2124	3848	14261
2125	3850	14259
2126	3851	14256
2127	3853	14255
2128	3855	14254
2129	3857	14252
2130	3859	14252
2131	3861	14252
2132	3863	14250
2133	3865	14248
2134	3867	14246
2135	3869	14244
2136	3871	14243
2137	3872	14241
2138	3874	14239
2139	3876	14238
2140	3878	14237
2141	3880	14234
2142	3882	14233
2143	3884	14232
2144	3886	14230
2145	3888	14229
2146	3889	14227
2147	3891	14225
2148	3893	14223
2149	3895	14221
2150	3896	14219
2151	3899	14219
2152	3901	14218
2153	3902	14216
2154	3904	14214
2155	3906	14212
2156	3908	14210
2157	3910	14208
2158	3911	14206
2159	3913	14204
2160	3915	14202
2161	3917	14200
2162	3918	14199
2163	3920	14197
2164	3922	14196
2165	3924	14194
2166	3926	14193
2167	3928	14192
2168	3930	14189
2169	3931	14187
2170	3934	14187
2171	3935	14185
2172	3937	14183
2173	3939	14182
2174	3941	14180
2175	3943	14178
2176	3945	14177
2177	3947	14175
2178	3948	14173
2179	3951	14172
2180	3952	14171
2181	3954	14169
2182	3956	14167
2183	3958	14165
2184	3959	14163
2185	3961	14160
2186	3963	14159
2187	3965	14156
2188	3966	14154
2189	3968	14152
2190	3970	14152
2191	3972	14149
2192	3974	14148
2193	3975	14145
2194	3977	14142
2195	3979	14141
2196	3980	14138
2197	3982	14135
2198	3984	14133
2199	3985	14131
2200	3987	14128
2201	3988	14125
2202	3990	14122
2203	3992	14120
2204	3993	14117
2205	3995	14115
2206	3997	14113
2207	3998	14111
2208	4000	14108
2209	4002	14107
2210	4003	14104
2211	4005	14101
2212	4006	14099
2213	4008	14097
2214	4010	14094
2215	4011	14091
2216	4013	14089
2217	4015	14086
2218	4016	14084
2219	4018	14081
2220	4019	14079
2221	4021	14077
2222	4023	14074
2223	4024	14072
2224	4026	14070
2225	4028	14067
2226	4029	14065
2227	4032	14065
2228	4033	14062
2229	4035	14059
2230	4036	14057
2231	4038	14055
2232	4040	14052
2233	4041	14050
2234	4043	14048
2235	4045	14045
2236	4046	14042
2237	4048	14041
2238	4050	14039
2239	4051	14036
2240	4053	14034
2241	4055	14032
2242	4057	14030
2243	4058	14028
2244	4061	14029
2245	4062	14026
2246	4064	14024
2247	4066	14022
2248	4068	14020
2249	4069	14017
2250	4071	14014
2251	4073	14013
2252	4074	14010
2253	4076	14008
2254	4078	14007
2255	4080	14005
2256	4081	14002
2257	4083	14001
2258	4085	13999
2259	4086	13996
2260	4088	13994
2261	4090	13993
2262	4092	13990
2263	4093	13988
2264	4095	13986
2265	4097	13983
2266	4098	13981
2267	4100	13979
2268	4102	13977
2269	4103	13975
2270	4105	13973
2271	4107	13972
2272	4109	13969
2273	4110	13967
2274	4112	13965
2275	4114	13962
2276	4116	13960
2277	4117	13958
2278	4119	13956
2279	4121	13953
2280	4122	13951
2281	4124	13951
2282	4126	13949
2283	4128	13946
2284	4129	13943
2285	4131	13941
2286	4133	13938
2287	4134	13936
2288	4136	13934
2289	4137	13931
2290	4139	13929
2291	4141	13928
2292	4143	13925
2293	4144	13922
2294	4146	13921
2295	4148	13918
2296	4149	13916
2297	4151	13913
2298	4153	13912
2299	4155	13910
2300	4156	13907
2301	4158	13905
2302	4159	13903
2303	4161	13900
2304	4163	13898
2305	4165	13896
2306	4166	13893
2307	4168	13891
2308	4169	13889
2309	4171	13887
2310	4173	13885
2311	4175	13884
2312	4177	13883
2313	4179	13880
2314	4180	13878
2315	4182	13876
2316	4184	13874
2317	4185	13872
2318	4187	13870
2319	4189	13868
2320	4191	13866
2321	4192	13864
2322	4194	13861
2323	4195	13858
2324	4197	13856
2325	4199	13854
2326	4200	13851
2327	4202	13850
2328	4204	13848
2329	4206	13845
2330	4207	13843
2331	4209	13841
2332	4211	13839
2333	4212	13836
2334	4214	13834
2335	4216	13832
2336	4217	13830
2337	4219	13827
2338	4221	13826
2339	4223	13824
2340	4224	13821
2341	4226	13820
2342	4228	13818
2343	4230	13816
2344	4231	13814
2345	4233	13812
2346	4235	13810
2347	4236	13807
2348	4238	13805
2349	4240	13803
2350	4241	13800
2351	4243	13799
2352	4245	13798
2353	4247	13796
2354	4249	13794
2355	4251	13792
2356	4252	13790
2357	4254	13788
2358	4256	13786
2359	4258	13784
2360	4259	13781
2361	4261	13779
2362	4263	13778
2363	4264	13775
2364	4266	13773
2365	4268	13771
2366	4269	13769
2367	4271	13767
2368	4273	13765
2369	4275	13763
2370	4276	13760
2371	4278	13760
2372	4280	13757
2373	4281	13754
2374	4283	13752
2375	4285	13750
2376	4287	13748
2377	4288	13746
2378	4290	13745
2379	4292	13742
2380	4293	13739
2381	4295	13737
2382	4297	13737
2383	4299	13734
2384	4301	13732
2385	4303	13732
2386	4304	13729
2387	4306	13727
2388	4308	13726
2389	4310	13723
2390	4311	13721
2391	4313	13719
2392	4314	13716
2393	4316	13714
2394	4318	13711
2395	4319	13709
2396	4321	13707
2397	4323	13705
2398	4324	13703
2399	4326	13700
2400	4328	13698
2401	4329	13696
2402	4331	13695
2403	4333	13692
2404	4335	13690
2405	4337	13690
2406	4338	13687
2407	4340	13684
2408	4342	13684
2409	4344	13682
2410	4346	13679
2411	4348	13678
2412	4349	13676
2413	4351	13674
2414	4353	13672
2415	4355	13670
2416	4356	13668
2417	4358	13666
2418	4360	13665
2419	4362	13663
2420	4363	13661
2421	4365	13658
2422	4367	13656
2423	4368	13653
2424	4370	13651
2425	4371	13649
2426	4373	13646
2427	4375	13644
2428	4377	13643
2429	4378	13641
2430	4380	13638
2431	4382	13636
2432	4383	13634
2433	4385	13632
2434	4387	13629
2435	4388	13627
2436	4390	13625
2437	4392	13623
2438	4394	13622
2439	4395	13619
2440	4397	13616
2441	4399	13615
2442	4401	13614
2443	4402	13611
2444	4404	13609
2445	4406	13609
2446	4408	13606
2447	4409	13603
2448	4412	13603
2449	4413	13601
2450	4415	13598
2451	4416	13596
2452	4418	13594
2453	4420	13592
2454	4422	13590
2455	4424	13589
2456	4425	13586
2457	4427	13583
2458	4428	13582
2459	4430	13580
2460	4432	13577
2461	4433	13575
2462	4435	13573
2463	4437	13571
2464	4439	13569
2465	4440	13567
2466	4442	13565
2467	4444	13563
2468	4445	13560
2469	4447	13558
2470	4449	13557
2471	4451	13555
2472	4452	13552
2473	4454	13550
2474	4455	13547
2475	4457	13545
2476	4459	13542
2477	4460	13540
2478	4462	13538
2479	4464	13536
2480	4465	13534
2481	4467	13532
2482	4469	13530
2483	4471	13528
2484	4472	13526
2485	4474	13523
2486	4475	13521
2487	4477	13519
2488	4479	13516
2489	4481	13515
2490	4482	13512
2491	4484	13509
2492	4485	13508
2493	4487	13505
2494	4489	13503
2495	4490	13500
2496	4494	13505
2497	4496	13503
2498	4498	13501
2499	4499	13498
2500	4501	13496
2501	4502	13494
2502	4504	13493
2503	4506	13491
2504	4508	13489
2505	4510	13487
2506	4511	13484
2507	4513	13481
2508	4514	13479
2509	4516	13477
2510	4518	13475
2511	4519	13472
2512	4521	13470
2513	4523	13468
2514	4524	13466
2515	4527	13466
2516	4528	13464
2517	4530	13461
2518	4532	13459
2519	4533	13457
2520	4535	13455
2521	4537	13452
2522	4538	13451
2523	4540	13448
2524	4542	13446
2525	4543	13444
2526	4545	13442
2527	4547	13440
2528	4549	13438
2529	4550	13436
2530	4552	13433
2531	4554	13432
2532	4556	13430
2533	4557	13428
2534	4559	13427
2535	4562	13427
2536	4563	13425
2537	4565	13423
2538	4567	13421
2539	4569	13419
2540	4570	13416
2541	4572	13414
2542	4574	13413
2543	4575	13410
2544	4577	13407
2545	4578	13406
2546	4580	13403
2547	4582	13401
2548	4583	13399
2549	4585	13396
2550	4587	13394
2551	4588	13391
2552	4590	13390
2553	4592	13388
2554	4593	13385
2555	4595	13383
2556	4597	13381
2557	4598	13378
2558	4600	13376
2559	4602	13375
2560	4603	13372
2561	4605	13370
2562	4607	13368
2563	4608	13366
2564	4610	13364
2565	4612	13362
2566	4613	13360
2567	4615	13357
2568	4617	13355
2569	4618	13352
2570	4620	13350
2571	4621	13348
2572	4623	13345
2573	4625	13344
2574	4626	13341
2575	4628	13339
2576	4630	13337
2577	4632	13335
2578	4633	13332
2579	4635	13330
2580	4637	13329
2581	4638	13327
2582	4640	13324
2583	4642	13324
2584	4644	13322
2585	4646	13320
2586	4648	13318
2587	4649	13316
2588	4651	13314
2589	4652	13311
2590	4654	13310
2591	4656	13308
2592	4658	13306
2593	4660	13304
2594	4661	13302
2595	4663	13300
2596	4665	13298
2597	4667	13297
2598	4668	13294
2599	4670	13292
2600	4672	13290
2601	4673	13287
2602	4675	13285
2603	4677	13284
2604	4678	13281
2605	4680	13279
2606	4681	13277
2607	4683	13274
2608	4685	13272
2609	4687	13271
2610	4689	13269
2611	4690	13267
2612	4692	13265
2613	4693	13262
2614	4695	13260
2615	4697	13258
2616	4698	13255
2617	4700	13253
2618	4701	13251
2619	4703	13248
2620	4705	13246
2621	4706	13244
2622	4708	13241
2623	4709	13239
2624	4711	13238
2625	4713	13235
2626	4715	13233
2627	4716	13231
2628	4718	13229
2629	4719	13226
2630	4721	13224
2631	4723	13222
2632	4724	13220
2633	4726	13217
2634	4728	13215
2635	4729	13213
2636	4731	13211
2637	4733	13208
2638	4735	13208
2639	4736	13206
2640	4738	13203
2641	4740	13201
2642	4741	13199
2643	4743	13197
2644	4745	13195
2645	4747	13193
2646	4748	13191
2647	4750	13188
2648	4751	13186
2649	4753	13184
2650	4755	13182
2651	4756	13180
2652	4758	13178
2653	4760	13175
2654	4761	13173
2655	4763	13171
2656	4765	13169
2657	4766	13166
2658	4768	13164
2659	4770	13162
2660	4771	13160
2661	4773	13157
2662	4775	13156
2663	4777	13154
2664	4778	13153
2665	4780	13152
2666	4782	13149
2667	4784	13147
2668	4785	13145
2669	4787	13144
2670	4789	13141
2671	4791	13140
2672	4793	13139
2673	4794	13136
2674	4796	13134
2675	4798	13133
2676	4800	13131
2677	4801	13129
2678	4803	13127
2679	4805	13125
2680	4806	13122
2681	4808	13120
2682	4810	13118
2683	4812	13116
2684	4813	13114
2685	4815	13113
2686	4817	13111
2687	4819	13108
2688	4820	13107
2689	4822	13104
2690	4823	13102
2691	4825	13099
2692	4827	13098
2693	4828	13095
2694	4830	13093
2695	4832	13092
2696	4834	13090
2697	4835	13088
2698	4837	13086
2699	4839	13084
2700	4841	13082
2701	4842	13080
2702	4844	13078
2703	4846	13076
2704	4847	13073
2705	4850	13073
2706	4851	13071
2707	4853	13069
2708	4855	13067
2709	4857	13065
2710	4858	13063
2711	4860	13061
2712	4862	13059
2713	4863	13057
2714	4865	13054
2715	4867	13052
2716	4868	13050
2717	4870	13048
2718	4871	13045
2719	4873	13043
2720	4875	13041
2721	4876	13038
2722	4878	13037
2723	4880	13034
2724	4881	13032
2725	4883	13030
2726	4885	13029
2727	4887	13027
2728	4888	13025
2729	4890	13023
2730	4892	13021
2731	4893	13018
2732	4895	13016
2733	4897	13014
2734	4898	13012
2735	4900	13010
2736	4902	13008
2737	4903	13005
2738	4905	13003
2739	4906	13001
2740	4908	12999
2741	4910	12997
2742	4911	12995
2743	4913	12993
2744	4915	12991
2745	4917	12989
2746	4919	12988
2747	4920	12986
2748	4922	12983
2749	4924	12981
2750	4925	12980
2751	4927	12977
2752	4929	12975
2753	4931	12974
2754	4932	12972
2755	4934	12970
2756	4936	12968
2757	4938	12966
2758	4939	12963
2759	4941	12962
2760	4943	12960
2761	4944	12958
2762	4946	12956
2763	4948	12954
2764	4949	12951
2765	4951	12949
2766	4953	12947
2767	4955	12947
2768	4956	12944
2769	4958	12942
2770	4960	12940
2771	4961	12938
2772	4963	12935
2773	4965	12933
2774	4966	12931
2775	4968	12928
2776	4969	12926
2777	4971	12925
2778	4973	12923
2779	4975	12920
2780	4976	12918
2781	4978	12916
2782	4980	12914
2783	4981	12912
2784	4985	12916
2785	4987	12913
2786	4989	12912
2787	4990	12910
2788	4992	12908
2789	4994	12906
2790	4996	12904
2791	4997	12902
2792	4999	12900
2793	5000	12898
2794	5002	12895
2795	5004	12893
2796	5006	12891
2797	5007	12889
2798	5009	12887
2799	5011	12885
2800	5012	12883
2801	5014	12881
2802	5015	12878
2803	5017	12876
2804	5019	12874
2805	5020	12872
2806	5022	12870
2807	5024	12868
2808	5025	12865
2809	5027	12863
2810	5029	12863
2811	5031	12861
2812	5033	12859
2813	5034	12857
2814	5036	12854
2815	5038	12853
2816	5040	12852
2817	5042	12850
2818	5043	12848
2819	5045	12846
2820	5047	12844
2821	5048	12842
2822	5050	12840
2823	5052	12839
2824	5054	12836
2825	5055	12834
2826	5057	12832
2827	5059	12830
2828	5060	12828
2829	5062	12826
2830	5064	12823
2831	5065	12821
2832	5067	12819
2833	5069	12817
2834	5070	12815
2835	5072	12813
2836	5074	12811
2837	5075	12809
2838	5077	12807
2839	5079	12805
2840	5081	12803
2841	5082	12801
2842	5084	12799
2843	5086	12797
2844	5087	12795
2845	5089	12793
2846	5091	12791
2847	5092	12789
2848	5094	12787
2849	5096	12784
2850	5098	12783
2851	5099	12781
2852	5101	12778
2853	5102	12776
2854	5104	12774
2855	5106	12772
2856	5107	12770
2857	5110	12770
2858	5111	12767
2859	5113	12765
2860	5115	12763
2861	5116	12761
2862	5118	12759
2863	5119	12756
2864	5122	12756
2865	5123	12753
2866	5125	12751
2867	5127	12749
2868	5128	12747
2869	5130	12745
2870	5131	12742
2871	5133	12740
2872	5135	12738
2873	5136	12736
2874	5138	12735
2875	5140	12733
2876	5142	12730
2877	5143	12729
2878	5145	12727
2879	5147	12724
2880	5148	12722
2881	5150	12720
2882	5152	12718
2883	5153	12716
2884	5155	12713
2885	5156	12711
2886	5158	12709
2887	5159	12706
2888	5161	12705
2889	5163	12702
2890	5164	12700
2891	5166	12698
2892	5168	12697
2893	5170	12695
2894	5172	12694
2895	5175	12694
2896	5176	12692
2897	5179	12692
2898	5181	12690
2899	5182	12689
2900	5184	12688
2901	5186	12686
2902	5188	12683
2903	5190	12682
2904	5191	12680
2905	5193	12677
2906	5194	12675
2907	5196	12673
2908	5198	12671
2909	5199	12668
2910	5201	12667
2911	5203	12665
2912	5204	12662
2913	5206	12660
2914	5208	12658
2915	5209	12656
2916	5211	12654
2917	5213	12653
2918	5215	12651
2919	5216	12649
2920	5219	12649
2921	5221	12647
2922	5223	12645
2923	5225	12644
2924	5226	12642
2925	5228	12640
2926	5230	12638
2927	5231	12636
2928	5233	12634
2929	5235	12631
2930	5236	12630
2931	5238	12627
2932	5240	12626
2933	5242	12624
2934	5243	12622
2935	5245	12620
2936	5246	12618
2937	5249	12617
2938	5250	12615
2939	5252	12613
2940	5254	12611
2941	5256	12609
2942	5257	12607
2943	5260	12607
2944	5261	12605
2945	5263	12602
2946	5265	12601
2947	5266	12598
2948	5268	12596
2949	5270	12595
2950	5272	12593
2951	5273	12590
2952	5275	12588
2953	5277	12587
2954	5278	12585
2955	5280	12583
2956	5282	12581
2957	5284	12579
2958	5285	12577
2959	5287	12576
2960	5289	12574
2961	5291	12572
2962	5293	12571
2963	5295	12569
2964	5296	12567
2965	5298	12566
2966	5300	12564
2967	5302	12562
2968	5305	12564
2969	5307	12563
2970	5309	12561
2971	5311	12559
2972	5312	12557
2973	5314	12556
2974	5316	12554
2975	5318	12553
2976	5320	12551
2977	5322	12550
2978	5324	12548
2979	5326	12546
2980	5327	12544
2981	5329	12542
2982	5331	12540
2983	5332	12538
2984	5335	12538
2985	5336	12536
2986	5338	12533
2987	5340	12533
2988	5342	12531
2989	5344	12530
2990	5346	12528
2991	5348	12527
2992	5349	12524
2993	5352	12523
2994	5353	12522
2995	5356	12521
2996	5358	12521
2997	5360	12520
2998	5363	12520
2999	5365	12518
3000	5366	12516
3001	5369	12516
3002	5370	12514
3003	5372	12512
3004	5375	12512
3005	5377	12510
3006	5379	12510
3007	5382	12512
3008	5387	12518
3009	5394	12527
3010	5400	12535
3011	5405	12540
3012	5407	12539
3013	5409	12538
3014	5411	12536
3015	5413	12534
3016	5415	12533
3017	5416	12531
3018	5418	12529
3019	5420	12528
3020	5422	12526
3021	5424	12524
3022	5425	12522
3023	5427	12520
3024	5429	12518
3025	5431	12517
3026	5432	12515
3027	5434	12513
3028	5436	12512
3029	5438	12511
3030	5440	12508
3031	5442	12507
3032	5444	12506
3033	5446	12504
3034	5447	12502
3035	5449	12501
3036	5451	12498
3037	5453	12496
3038	5455	12495
3039	5456	12493
3040	5458	12491
3041	5460	12489
3042	5461	12487
3043	5463	12484
3044	5465	12482
3045	5466	12481
3046	5468	12478
3047	5470	12476
3048	5472	12474
3049	5473	12473
3050	5475	12471
3051	5477	12469
3052	5478	12467
3053	5480	12464
3054	5482	12462
3055	5484	12461
3056	5486	12459
3057	5487	12457
3058	5489	12456
3059	5491	12454
3060	5493	12452
3061	5494	12450
3062	5496	12448
3063	5498	12446
3064	5500	12444
3065	5502	12443
3066	5503	12441
3067	5505	12439
3068	5507	12437
3069	5509	12435
3070	5510	12433
3071	5512	12432
3072	5514	12430
3073	5516	12428
3074	5518	12427
3075	5519	12425
3076	5521	12423
3077	5523	12421
3078	5525	12419
3079	5526	12417
3080	5528	12415
3081	5530	12414
3082	5532	12412
3083	5533	12410
3084	5535	12408
3085	5537	12406
3086	5539	12404
3087	5540	12402
3088	5542	12400
3089	5544	12398
3090	5545	12396
3091	5547	12394
3092	5549	12392
3093	5551	12390
3094	5553	12389
3095	5555	12387
3096	5556	12385
3097	5558	12383
3098	5560	12381
3099	5561	12379
3100	5563	12377
3101	5565	12376
3102	5567	12374
3103	5569	12372
3104	5571	12371
3105	5572	12369
3106	5574	12367
3107	5576	12366
3108	5578	12363
3109	5579	12361
3110	5582	12361
3111	5584	12359
3112	5585	12357
3113	5587	12356
3114	5589	12354
3115	5591	12352
3116	5592	12349
3117	5594	12347
3118	5596	12345
3119	5597	12343
3120	5599	12342
3121	5601	12340
3122	5603	12338
3123	5605	12337
3124	5606	12334
3125	5608	12332
3126	5610	12331
3127	5612	12329
3128	5613	12327
3129	5615	12326
3130	5626	12342
3131	5627	12341
3132	5629	12339
3133	5631	12337
3134	5633	12335
3135	5634	12333
3136	5636	12331
3137	5638	12329
3138	5640	12328
3139	5642	12326
3140	5643	12324
3141	5645	12322
3142	5647	12320
3143	5649	12318
3144	5650	12316
3145	5652	12314
3146	5654	12312
3147	5655	12310
3148	5657	12308
3149	5659	12306
3150	5660	12304
3151	5662	12302
3152	5664	12300
3153	5665	12298
3154	5667	12296
3155	5669	12294
3156	5670	12291
3157	5672	12289
3158	5674	12287
3159	5676	12286
3160	5677	12284
3161	5679	12282
3162	5681	12280
3163	5682	12278
3164	5684	12276
3165	5686	12275
3166	5688	12272
3167	5690	12270
3168	5691	12269
3169	5693	12267
3170	5695	12265
3171	5697	12263
3172	5699	12262
3173	5701	12260
3174	5703	12259
3175	5705	12257
3176	5706	12256
3177	5708	12254
3178	5710	12253
3179	5712	12251
3180	5714	12249
3181	5716	12248
3182	5718	12246
3183	5719	12244
3184	5721	12242
3185	5723	12240
3186	5724	12238
3187	5726	12237
3188	5728	12234
3189	5730	12232
3190	5731	12230
3191	5733	12229
3192	5735	12226
3193	5737	12224
3194	5738	12222
3195	5740	12220
3196	5741	12218
3197	5743	12216
3198	5745	12214
3199	5747	12212
3200	5748	12210
3201	5750	12208
3202	5751	12206
3203	5753	12204
3204	5755	12202
3205	5757	12200
3206	5758	12198
3207	5760	12196
3208	5762	12195
3209	5764	12193
3210	5766	12191
3211	5768	12189
3212	5769	12187
3213	5771	12185
3214	5773	12185
3215	5775	12182
3216	5777	12181
3217	5779	12180
3218	5781	12178
3219	5783	12176
3220	5784	12175
3221	5786	12173
3222	5788	12171
3223	5790	12169
3224	5792	12167
3225	5793	12165
3226	5795	12164
3227	5797	12162
3228	5799	12160
3229	5801	12159
3230	5803	12158
3231	5805	12156
3232	5807	12155
3233	5808	12152
3234	5810	12150
3235	5812	12148
3236	5813	12146
3237	5815	12144
3238	5817	12142
3239	5819	12140
3240	5820	12138
3241	5822	12136
3242	5824	12135
3243	5825	12133
3244	5827	12130
3245	5829	12130
3246	5831	12128
3247	5833	12126
3248	5835	12125
3249	5837	12123
3250	5838	12121
3251	5840	12119
3252	5842	12117
3253	5844	12115
3254	5845	12113
3255	5847	12111
3256	5849	12110
3257	5850	12107
3258	5852	12106
3259	5854	12104
3260	5856	12102
3261	5858	12100
3262	5859	12098
3263	5861	12096
3264	5863	12094
3265	5865	12093
3266	5867	12091
3267	5868	12089
3268	5870	12088
3269	5872	12085
3270	5873	12083
3271	5875	12081
3272	5877	12079
3273	5879	12078
3274	5881	12076
3275	5882	12074
3276	5884	12072
3277	5886	12071
3278	5888	12069
3279	5889	12067
3280	5891	12064
